Product name,Price,Stock status,Description,Detail URL,Listing Page Number
Shin Megami Tensei: Nocturne,"62,99 €",Out of stock,"(Also known as ""Shin Megami Tensei: Lucifer's Call"")  Shin Megami Tensei: Nocturne is actually the third game in the series, which first appeared on the Super Famicom.  Remakes of the first two titles were recently released in Japan for the PlayStation and Game Boy Advance.  While Nocturne continues the series' tradition of a modern-day post-apocalyptic setting, demonic overtones and mature themes, the PlayStation 2 version brings it into the next-generation of gaming with mind-blowing graphics and refinement of the gameplay system. Set in post-apocalyptic Tokyo, the game begins as nearly the entire population of the world is annihilated by a global catastrophe called the Conception.  Now, the fate of the entire world lies on the shoulders of one boy, who must battle his way through opposing demonic forces and shape the world to come... or destroy it. Yesterday?s foe is today?s ally. Persuade over 100 different demons to join your party. Some demons may evolve into new forms on their own or fuse them to form even more powerful demons. Customize your character with Magatama, living parasites that grant the host demonic powers! Depending on the choices you make, you'll follow one of several ideologies which will ultimately determine the fate of the entire world! Special guest appearance by Dante, from Capcom's Devil May Cry series.  Will he become your most feared enemy or your greatest ally? Over 50 hours of gameplay! [Atlus Software]",https://sandbox.oxylabs.io/products/746,24
World of Warcraft: Mists of Pandaria,"58,99 €",In stock,"World of Warcraft: Mists of Pandaria is the latest expansion set for WoW, set on the new continent of Pandaria. Unlock The Mysteries of Pandaria.  You've stopped Deathwing's destructive rampage and saved the dragonflights from their extinction. Now you you're tasked with unlocking the mysteries of the lost continent and discovering the dark secrets of Pandaria's past. Explore ancient kingdoms hidden since before the Sundering, plunder vast treasures from the depths of the forgotten vaults, and prepare to defend Pandaria from the shadow of a long buried evil - before it's too late.",https://sandbox.oxylabs.io/products/747,24
Splatoon 2: Octo Expansion,"84,99 €",Out of stock,"Play as an Octoling for the very first time in this large-scale downloadable content for the Splatoon 2 game. This full-on single-player adventure spans 80 missions starring Agent 8, a new character who awakens without her memories on a dark subway platform. Navigate this mysterious underground test facility in a desperate battle to reach the surface of Inkopolis. Escape from these twisted depths, and you'll finally be able to join multiplayer matches as an Octoling. You may think you know everything about the world of Splatoon, but these waters run deep, and so does the lore. Purchase this content today for immediate access to special octo-themed in-game gear.",https://sandbox.oxylabs.io/products/748,24
Filament,"76,99 €",In stock,"An abandoned spaceship, missing crew and a lone mysterious voice. Solve challenging puzzles and uncover what really happened to the crew of The Alabaster.",https://sandbox.oxylabs.io/products/749,24
MotoGP 20,"63,99 €",Out of stock,"Take control of your own career, switch from real teams to new teams created with sponsors from the world of MotoGP™, decide the development of the bike and manage your technical unit to win. Improved physics, with even more realistic and complex braking management. The tire has been divided into independent sectors for wear and temperature, and the fuel consumption can be managed with driving style and power maps. If you were looking for a challenge, this is definitely the one for you. Being a successful driver is much more than just keeping the throttle wide open. You also need to win with style! Unleash your creativity with 6 different graphic editors, including the new Suit and Livery editor for your bike. [Milestone]",https://sandbox.oxylabs.io/products/750,24
Recettear: An Item Shop's Tale,"86,99 €",In stock,"Recettear is the story of an item shop, the girl who lives in it, and the fairy who turned her life upside down. Recette Lemongrass finds herself in charge of an item shop built into her house, in order to pay back a loan her father took and then skipped out on - and Tear, her newfound fairy ""companion"", won't take no for an answer! As Recette, you have to decide how you'll get your stock - either through playing the markets in town or going out into the wild with an adventuring friend and thrashing beasts until they give up the goodies - how much to sell things for, what the shop should look like, and how to best go about getting the money Tear needs to pay off the loan. If you can't come up with the money... well, hope you like living in a cardboard box.",https://sandbox.oxylabs.io/products/751,24
Command & Conquer 3: Tiberium Wars,"74,99 €",Out of stock,"It is 2047 and the stakes could not be higher. Tiberium—a self-replicating alien substance that has infected the Earth—is spreading like a radioactive ice age. The GDI, a high-tech alliance of the world’s most advanced nations, is fighting to contain Tiberium, but Kane, the megalomaniacal leader of The Brotherhood of NOD has other plans for Earth. Kane’s secret society turned superpower is bent on using Tiberium to take control and transform humanity into his twisted vision of the future. All-out war rages over Tiberium and the fate of the planet rests in the balance. Experience a revolution in RTS gaming with a single player campaign that rewards you for your gameplay style. Add layers of strategy to your gaming experience by building mobile bases, wielding the power of terrifying Ion Storms on the battlefield, or customizing your armies by combining units. Battle it out online with native voice-over IP, integrated clan support, and new spectator modes that let you play RTS games like a sport. [Electronic Arts]",https://sandbox.oxylabs.io/products/752,24
Harvest Moon: More Friends of Mineral Town,"85,99 €",In stock,"Live the simple life as a farmer in Harvest Moon: More Friends of Mineral Town. This game is similar to the original Harvest Moon: Friends of Mineral Town, but now you can play as a girl who has left the city to pursue a life on the farm. You'll take part in growing crops, managing livestock, finding a husband, and raising children.",https://sandbox.oxylabs.io/products/753,24
BlazBlue: Calamity Trigger Portable,"74,99 €",Out of stock,"This game is the ultimate 2D fighting game on the go! BlazBlue features all of the console modes—Arcade, Versus, Score Attack, Training, and Story…in addition to the all-new Shop and Legion modes, where you control your own party of fighters in an attempt to conquer the world of BlazBlue. [Aksys Games]",https://sandbox.oxylabs.io/products/754,24
Midnight Club: Los Angeles,"83,99 €",In stock,"Whether driving by the beach or beating the competition by cutting through a parking garage at 200 mph, Midnight Club: Los Angeles provides a seamless, breathtaking environment for everyone who loves to compete. With no load times, no tracks, and no rules, the game allows players to race who they want, when they want, and where they want in an unbelievable recreation of Los Angeles. A racing game is nothing without the great cars and Midnight Club: Los Angeles allows extensive customization of vehicles for both performance and appearance. Players can now fully personalize their officially licensed imports, tuners, classic muscle cars and motorcycles both inside and out with a dizzying array of licensed rims, spoilers, interior gauges, tires and more. [Rockstar Games]",https://sandbox.oxylabs.io/products/755,24
